y,gender,senior,married,time,phone,lines,internet,security,backup,protection,support,TV,movies,billing,payment,chargesMonth,chargesTotal
1,Male,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.75,141.1
1,Female,1,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,Bank transfer (automatic),88.4,2191.15
1,Female,0,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,No,Mailed check,29.75,301.9
1,Female,0,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer (automatic),64.05,733.95
1,Male,0,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,26.05,565.75
1,Female,0,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Mailed check,94.05,518.75
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),105.55,7542.25
1,Female,0,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Credit card (automatic),54.55,2455.05
1,Male,0,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,86.4,4922.4
1,Male,1,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),84.45,5899.85
1,Male,0,Yes,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Mailed check,80.85,2204.35
1,Female,0,No,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Mailed check,53.15,1183.2
2,Male,0,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,208.85
1,Female,0,Yes,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),73.5,1905.7
2,Male,0,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.2,181.1
2,Female,0,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,147.15
1,Female,0,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,25.1,1070.15
2,Female,0,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.35,44.35
1,Female,0,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,No,Electronic check,45.55,2062.15
1,Male,0,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,1061.6
2,Female,0,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Electronic check,55.35,165.2
1,Male,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,92.75
1,Male,0,No,19,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.35,566.1
2,Male,0,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,69.35,191.35
1,Male,0,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),96.9,4473.45
1,Male,0,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),85.9,5595.3
1,Female,0,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Electronic check,55.15,1319.85
2,Male,1,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,No,Credit card (automatic),71.3,1389.2
1,Male,0,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Mailed check,74.15,1387
2,Female,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3
1,Male,0,Yes,14,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.6,641.25
1,Male,0,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.55,521.35
1,Female,0,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.5,1011.8
1,Female,0,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,358.05
1,Male,0,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25,1004.35
1,Male,0,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.1,1725
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,114,8093.15
1,Male,0,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),73.45,2661.1
1,Female,1,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),100.15,908.55
1,Female,1,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,104.75,5841.35
1,Male,0,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Mailed check,56.9,2560.1
1,Female,0,Yes,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),50.7,3088.75
1,Male,0,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.6,1170.55
1,Male,0,Yes,42,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),56.1,2386.85
1,Male,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.1,1734.65
2,Female,0,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),91.5,242.95
1,Female,0,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),108.25,6780.1
1,Female,0,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.1,1078.75
1,Female,0,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.9,497.3
2,Female,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,96.6,291.9
1,Female,0,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.55,654.55
1,Male,1,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.65,1740.8
2,Male,1,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),74.2,1133.9
1,Female,0,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,105.55,5682.25
1,Male,1,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),107.35,7051.95
1,Female,0,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,56.7,1652.95
1,Female,0,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Mailed check,55.15,322.9
1,Female,0,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.3,275.4
1,Male,0,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer (automatic),65.55,4361.55
1,Male,1,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,69.35,261.65
1,Male,1,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,69.65,1043.3
1,Female,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.9,1859.2
1,Female,0,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),105.2,6225.4
1,Female,0,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),106.65,5174.35
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),107.7,7919.8
1,Female,1,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,44.4,263.05
2,Male,0,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,91,531
2,Male,0,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.85,1008.7
1,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),44.15,44.15
1,Female,1,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Credit card (automatic),75.5,637.4
1,Female,0,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.35,4849.1
1,Male,0,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,105.3,550.6
1,Male,0,No,8,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.25,186.3
1,Female,1,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Mailed check,72.1,3886.05
2,Female,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,71,71
2,Female,0,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),99.1,1426.4
1,Female,0,Yes,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),105.75,4228.55
2,Female,0,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Electronic check,83.8,1900.25
1,Male,0,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,No,Credit card (automatic),38.5,2763
1,Male,0,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),95,3440.25
1,Male,0,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),80,5040.2
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),90.35,6563.4
1,Female,1,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.3,89.3
1,Female,0,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Credit card (automatic),106.7,7009.5
1,Male,0,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.3,486.2
1,Female,0,No,35,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Credit card (automatic),55.6,2016.45
1,Female,1,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),74.85,4456.35
1,Male,0,Yes,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),40.15,1626.05
1,Male,0,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.1,930.95
1,Female,1,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),69.1,3255.35
1,Female,1,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Credit card (automatic),101.3,5779.6
1,Male,0,No,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Mailed check,69.85,837.5
1,Female,0,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Mailed check,84.7,5991.05
1,Male,1,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No,Credit card (automatic),93.8,1261
1,Male,0,Yes,57,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Electronic check,55.7,3171.6
1,Male,1,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.6,1273.3
1,Female,0,No,12,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),43.8,540.95
1,Male,0,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),78.9,3771.5
1,Male,0,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,84.1,5979.7
1,Male,0,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),74.6,3720.35
2,Male,0,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.8,2043.45
1,Male,0,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,93.35,3092
1,Male,0,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,26.4,314.95
1,Male,0,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.8,6302.85
2,Male,1,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),93.8,4750.95
2,Male,1,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,25.05,25.05
1,Male,0,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.1,562.6
1,Male,0,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,436.9
1,Male,0,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Electronic check,84.8,6152.4
2,Female,1,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.25,1973.75
1,Female,0,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20,1209.25
1,Male,0,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,108.4,7719.5
2,Female,0,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,80.55,184.1
1,Female,0,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),85.3,4107.25
1,Male,0,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),91.25,2483.65
1,Female,0,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.85,1158.85
1,Male,0,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),77.4,4155.95
1,Female,0,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.6,1134.25
2,Female,0,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Electronic check,60.05,1616.15
1,Male,0,Yes,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),60.8,4263.4
1,Female,0,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.15,353.65
2,Male,1,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),100.45,1622.45
1,Male,0,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.3,4451.85
1,Female,0,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,83.3
1,Female,0,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),75.55,4707.85
1,Male,0,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,75.5,75.5
1,Female,0,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.8,641.35
1,Female,1,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),100.4,5749.8
1,Female,0,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.25,838.5
1,Female,0,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),94.1,5060.9
1,Male,0,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.35,723.3
2,Male,0,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.1,69.1
1,Male,0,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.35,1847.55
1,Male,0,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Yes,Mailed check,43.55,1011.5
2,Female,0,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,74.9,74.9
1,Male,0,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,79,4801.1
1,Male,0,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),81.45,4983.05
1,Female,0,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),83.7,6096.9
2,Female,0,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),94.4,387.2
1,Male,1,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Mailed check,80.45,3162.65
1,Male,0,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,401.85
2,Female,0,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.55,8127.6
1,Female,1,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),45.55,3027.25
1,Female,1,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.5,5621.85
2,Female,0,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69,506.9
1,Male,0,No,7,Yes,No,DSL,No,No,No,No,Yes,No,No,Mailed check,54.85,370.4
1,Male,0,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Yes,Credit card (automatic),38.6,2345.55
1,Male,0,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),86.1,6045.9
1,Female,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.15,260.7
1,Male,0,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Electronic check,65.4,2774.55
2,Female,0,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,47.95,305.1
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Mailed check,24.45,24.45
2,Male,1,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3
1,Male,0,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Mailed check,58.75,2203.1
1,Male,0,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.25,6860.6
1,Female,0,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Mailed check,58.5,224.85
1,Male,0,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.65,6844.5
1,Male,1,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.45,1789.65
1,Male,0,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),94.95,2142.8
2,Male,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,45.3,45.3
1,Male,0,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),97.75,5043.2
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.1,19.1
1,Female,0,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,24.25,914.4
1,Male,0,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),108.45,4964.7
1,Male,0,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.15,20.15
1,Female,0,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.35,1319.95
2,Female,1,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Mailed check,83.9,267.4
1,Male,0,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),35.75,2492.25
2,Male,0,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Mailed check,31.35,31.35
1,Female,0,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,75.15,525
2,Female,1,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,91.3,1094.5
1,Female,1,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,108.35,3726.15
1,Female,0,Yes,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),61.4,4310.35
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),114.45,8100.55
1,Male,0,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Yes,Electronic check,40.2,1525.35
2,Female,0,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.05,5624.85
1,Female,0,No,35,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.15,1655.35
2,Female,0,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.25,3527.6
1,Male,1,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.05,94.15
1,Female,0,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25,332.5
1,Female,0,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Electronic check,75.85,647.5
2,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.45,19.45
1,Female,0,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,No,Mailed check,29.65,90.05
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,20.05
1,Female,0,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),109.7,7344.45
1,Female,0,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.2,7689.8
1,Male,0,Yes,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,Mailed check,34.2,256.6
